kind,pointer,name,tier,tier_label,equation,identifier,identifier_source,distinct_paper_count,is_review_only,rag_confidence,sources,quotes,flags,notes
reaction,/processes/reactions/0,EntC-catalyzed isomerization of chorismate to isochorismate,C,single-source (review),chorismate -> isochorismate,,,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
reaction,/processes/reactions/1,EntB isochorismatase reaction,C,single-source (review),"isochorismate -> 2,3-dihydro-2,3-dihydroxybenzoate (2,3-diDHB) + pyruvate",,,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
reaction,/processes/reactions/2,EntA dehydrogenase reaction,C,single-source (review),"2,3-dihydro-2,3-dihydroxybenzoate (2,3-diDHB) -> 2,3-dihydroxybenzoic acid (2,3-DHB)",,,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
reaction,/processes/reactions/3,EntE adenylation reaction,C,single-source (review),"2,3-dihydroxybenzoic acid (2,3-DHB) + ATP -> 2,3-dihydroxybenzoyl-AMP",,,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/0,"2,3-dihydro-2,3-dihydroxybenzoate (2,3-diDHB)",C,single-source (review),,,,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/1,"2,3-dihydroxybenzoyl-AMP",C,single-source (review),,,,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/2,isochorismate,A,DB-grounded,,40741,pathbank_compound_id,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/3,ATP,A,DB-grounded,,DB00171,drugbank,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/4,chorismate,A,DB-grounded,,7748,pathbank_compound_id,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/5,"2,3-dihydroxybenzoic acid (2,3-DHB)",C,single-source (review),,,,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/6,pyruvate,A,DB-grounded,,108870,pathbank_compound_id,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/proteins/0,EntA,A,DB-grounded,,P15047,uniprot,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/proteins/1,EntB,A,DB-grounded,,P0ADI4,uniprot,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/proteins/2,EntC,A,DB-grounded,,P0AEJ2,uniprot,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/proteins/3,EntE,A,DB-grounded,,P10378,uniprot,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/0/enzymes/0,EntC,A,DB-grounded,,P0AEJ2,uniprot,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/1/enzymes/0,EntB,A,DB-grounded,,P0ADI4,uniprot,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/2/enzymes/0,EntA,A,DB-grounded,,P15047,uniprot,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/3/enzymes/0,EntE,A,DB-grounded,,P10378,uniprot,0,False,"0.6 (heuristic, not a probability)",enterobactin biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
