kind,pointer,name,tier,tier_label,equation,identifier,identifier_source,distinct_paper_count,is_review_only,rag_confidence,sources,quotes,flags,notes
reaction,/processes/reactions/0,LSS reaction,C,single-source (review),"2,3-oxidosqualene -> lanosterol",,,0,False,"0.6 (heuristic, not a probability)",cholesterol biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
reaction,/processes/reactions/1,CYP51A1 reaction,C,single-source (review),"lanosterol -> 4,4-dimethylcholesta-8(9),14,24-trien-3β-ol",,,0,False,"0.6 (heuristic, not a probability)",cholesterol biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
reaction,/processes/reactions/2,DHCR24 reaction,C,single-source (review),desmosterol -> cholesterol,,,0,False,"0.6 (heuristic, not a probability)",cholesterol biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/0,"4,4-dimethylcholesta-8(9),14,24-trien-3β-ol",C,single-source (review),,,,0,False,"0.6 (heuristic, not a probability)",cholesterol biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/1,cholesterol,A,DB-grounded,,DB04540,drugbank,0,False,"0.6 (heuristic, not a probability)",cholesterol biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/2,lanosterol,A,DB-grounded,,966,pathbank_compound_id,0,False,"0.6 (heuristic, not a probability)",cholesterol biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/3,desmosterol,A,DB-grounded,,1690,pathbank_compound_id,0,False,"0.6 (heuristic, not a probability)",cholesterol biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/4,"2,3-oxidosqualene",A,DB-grounded,,284941,pathbank_compound_id,0,False,"0.6 (heuristic, not a probability)",cholesterol biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/proteins/0,CYP51A1,A,DB-grounded,,Q16850,uniprot,0,False,"0.6 (heuristic, not a probability)",cholesterol biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/proteins/1,DHCR24,A,DB-grounded,,Q15392,uniprot,0,False,"0.6 (heuristic, not a probability)",cholesterol biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/proteins/2,LSS,A,DB-grounded,,P48449,uniprot,0,False,"0.6 (heuristic, not a probability)",cholesterol biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/0/enzymes/0,LSS,A,DB-grounded,,P48449,uniprot,0,False,"0.6 (heuristic, not a probability)",cholesterol biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/1/enzymes/0,CYP51A1,A,DB-grounded,,Q16850,uniprot,0,False,"0.6 (heuristic, not a probability)",cholesterol biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/processes/reactions/2/enzymes/0,DHCR24,A,DB-grounded,,Q15392,uniprot,0,False,"0.6 (heuristic, not a probability)",cholesterol biosynthesis (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
