kind,pointer,name,tier,tier_label,equation,identifier,identifier_source,distinct_paper_count,is_review_only,rag_confidence,sources,quotes,flags,notes
reaction,/processes/reactions/0,LpxK phosphorylation,C,single-source (review),tetra-acylated disaccharide intermediate -> lipid IV_A,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
reaction,/processes/reactions/1,WaaA Kdo transfer,C,single-source (review),lipid IV_A -> Kdo-lipid IV_A,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
reaction,/processes/reactions/2,LpxL/LpxM acylation,C,single-source (review),Kdo-lipid IV_A -> Kdo-lipid A,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
reaction,/processes/reactions/3,LpxA reaction,C,single-source (review),UDP-GlcNAc + β-hydroxyacyl-ACP -> UDP-3-O-(R-3-hydroxymyristoyl)-N-acetylglucosamine,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
reaction,/processes/reactions/4,LpxC reaction,C,single-source (review),UDP-3-O-(R-3-hydroxymyristoyl)-N-acetylglucosamine -> UDP-3-0-[(R)-3-hydroxymyristoyl]-α-D-glucosamine,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
reaction,/processes/reactions/5,LpxD reaction,C,single-source (review),"UDP-3-0-[(R)-3-hydroxymyristoyl]-α-D-glucosamine + β-hydroxyacyl-ACP -> UDP-N2,O3-bis[(R)-3-hydroxymyristoyl]-α-D-glucosamine",,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
reaction,/processes/reactions/6,LpxK reaction,C,single-source (review),"UDP-2,3-diacylglucosamine -> lipid A",,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
reaction,/processes/reactions/7,WaaA reaction,C,single-source (review),lipid A -> Kdo-lipid A,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
reaction,/processes/reactions/8,LpxL reaction,C,single-source (review),lipid A + laurate -> lipid A,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
reaction,/processes/reactions/9,LpxM reaction,C,single-source (review),lipid A + myristate -> lipid A,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
reaction,/processes/reactions/10,FabZ reaction,C,single-source (review),β-hydroxyacyl-ACP -> β-hydroxyacyl-ACP,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
reaction,/processes/reactions/11,MsbA reaction,C,single-source (review),lipid A -> lipid A,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
reaction,/processes/reactions/12,PldA reaction,C,single-source (review),glycerophospholipids -> glycerophospholipids,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
reaction,/processes/reactions/13,FadD reaction,C,single-source (review),palmitoyl-CoA -> palmitoyl-CoA,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/0,glycerophospholipids,C,single-source (review),,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/1,β-hydroxyacyl-ACP,C,single-source (review),,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/2,Kdo-lipid A,C,single-source (review),,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/3,Kdo-lipid IV_A,C,single-source (review),,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/4,laurate,C,single-source (review),,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/5,palmitoyl-CoA,A,DB-grounded,,1031,pathbank_compound_id,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/6,UDP-GlcNAc,A,DB-grounded,,196,pathbank_compound_id,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/7,myristate,C,single-source (review),,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/8,lipid A,A,DB-grounded,,8270,pathbank_compound_id,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/9,lipid IV_A,A,DB-grounded,,40982,pathbank_compound_id,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/10,tetra-acylated disaccharide intermediate,C,single-source (review),,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/11,"UDP-2,3-diacylglucosamine",C,single-source (review),,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/12,UDP-3-0-[(R)-3-hydroxymyristoyl]-α-D-glucosamine,C,single-source (review),,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/13,UDP-3-O-(R-3-hydroxymyristoyl)-N-acetylglucosamine,C,single-source (review),,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/compounds/14,"UDP-N2,O3-bis[(R)-3-hydroxymyristoyl]-α-D-glucosamine",C,single-source (review),,,,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/proteins/0,AcpT,A,DB-grounded,,P37623,uniprot,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,(no code)@/entities/proteins/0,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/proteins/1,FabZ,A,DB-grounded,,P0A6Q6,uniprot,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/proteins/2,FadD,A,DB-grounded,,P69451,uniprot,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,(no code)@/entities/proteins/2,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/proteins/3,LpxA,A,DB-grounded,,P0A722,uniprot,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,(no code)@/entities/proteins/3,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/proteins/4,LpxC,A,DB-grounded,,P0A725,uniprot,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
entity,/entities/proteins/5,LpxD,A,DB-grounded,,P21645,uniprot,0,False,"0.6 (heuristic, not a probability)",lipid A biosynthesis (Raetz pathway) in Escherichia coli (seed_paper) -- (section unknown),,,stated in the uploaded seed paper; no retrieved paper corroborates it
